,Price,Manufacturer,Prod_year,Category,Leather_interior,Fuel_type,Engine_Volume,HasTurbo,Mileage,Cylinders,Gear_box_type,Drive_wheels,Doors,Wheel,Color,Airbags,aic_resid,bic_resid,r2a_resid,press_resid,cv_resid
5473,1098,TOYOTA,2014,Sedan,Yes,Hybrid,2.5,0,398069,4.0,Automatic,Front,4,Left wheel,Black,12,-7983.232446674541,-8614.909010363861,-7983.232446674541,-12246.995671117213,-7283.649390829512
10141,4391,FORD,1992,Microbus,No,Diesel,2.5,0,0,4.0,Manual,Rear,4,Left wheel,White,0,4775.946503882949,-1414.839571595201,4775.946503882949,7986.571476477198,4964.979998508342
17671,5488,TOYOTA,2014,Sedan,Yes,Hybrid,2.5,0,109798,4.0,Automatic,Front,4,Left wheel,White,12,-3593.2324466745413,-4224.909010363861,-3593.2324466745413,-5987.431253829971,-2893.6493908295124
127,51965,HYUNDAI,2016,Jeep,Yes,Diesel,2.0,0,59515,4.0,Automatic,Front,4,Left wheel,Blue,4,19337.667624789097,23754.614856171673,19337.667624789097,26615.344057761133,19330.721687192552
1697,18503,TOYOTA,2010,Sedan,No,Petrol,1.8,0,162000,4.0,Automatic,Front,4,Left wheel,Grey,12,11193.903653719099,12358.666637077373,11193.903653719099,13751.970628352836,10352.332857038109
6357,37564,HYUNDAI,2016,Jeep,Yes,Diesel,2.0,0,151193,4.0,Automatic,Front,4,Left wheel,Grey,4,4936.667624789097,9353.614856171673,4936.667624789097,10775.512719302904,4929.721687192552
8952,9252,HYUNDAI,2015,Sedan,Yes,LPG,2.0,0,445734,4.0,Automatic,Front,4,Left wheel,Orange,4,-8209.967392520415,-7741.596397158657,-8209.967392520415,-4319.5464117531665,-8179.904572505518
4660,8467,TOYOTA,2005,Sedan,No,Petrol,1.5,0,135000,4.0,Automatic,Front,4,Right-hand drive,Grey,10,7477.044985773415,8299.051314793513,7477.044985773415,10107.811439169105,7184.485656930756
18582,1254,HYUNDAI,2010,Sedan,Yes,Petrol,2.0,0,291667,4.0,Automatic,Front,4,Left wheel,Black,12,-6993.913528312034,-5466.599211545859,-6993.913528312034,-10532.55226024054,-7127.511809093197
8439,39829,FORD,2018,Sedan,Yes,Hybrid,2.0,0,39000,4.0,Tiptronic,Front,4,Left wheel,Silver,12,15684.075837226294,14718.48979098353,15684.075837226294,12171.885489398148,15629.677658888264
18186,27000,MERCEDES-BENZ,2007,Minivan,Yes,Diesel,2.2,1,260000,4.0,Manual,Rear,4,Left wheel,Yellow,4,-4629.056135337018,-2452.646172454002,-4629.056135337018,-2935.004858409986,-4618.7958553834
7273,35846,HYUNDAI,2017,Jeep,Yes,Diesel,1.7,0,114886,4.0,Automatic,Front,4,Left wheel,White,4,2215.8715567887702,7136.479781840091,2215.8715567887702,7367.547999596223,1714.697883375913
15465,4861,MERCEDES-BENZ,2012,Sedan,Yes,Diesel,3.5,0,128202,6.0,Automatic,Rear,4,Left wheel,Black,12,-12168.163255706688,-15394.510293233416,-12168.163255706688,-12807.234188230708,-11877.414880673015
5925,16621,BMW,2003,Universal,Yes,Petrol,3.0,0,260000,6.0,Automatic,4x4,4,Left wheel,Grey,8,8083.503071816578,13152.441813101294,8083.503071816578,13043.066402355675,7415.704521561778
15359,18817,PORSCHE,2006,Jeep,Yes,Petrol,4.5,1,150000,8.0,Tiptronic,4x4,4,Left wheel,Grey,12,-32526.47653462406,-8506.481689314383,-32526.47653462406,-29998.67822752148,-32300.74900557744
11060,78403,LAND ROVER,2016,Jeep,Yes,Petrol,2.0,1,59830,4.0,Tiptronic,4x4,4,Left wheel,White,12,18960.99614723079,44647.5029458117,18960.99614723079,19509.70570276538,19106.459273886147
3474,17562,AUDI,2010,Sedan,Yes,Petrol,2.0,1,220000,4.0,Tiptronic,4x4,4,Left wheel,Black,8,281.3419721815226,-11423.660633691434,281.3419721815226,-3042.224548240658,20.78717240608239
2136,14113,MERCEDES-BENZ,2006,Sedan,Yes,Petrol,2.5,1,180833,6.0,Tiptronic,Rear,4,Left wheel,Black,8,-14570.621400874654,-10859.189866183788,-14570.621400874654,-18888.121177622117,-15418.414436407584
10333,56450,MERCEDES-BENZ,2013,Jeep,No,Diesel,3.0,1,10000,6.0,Tiptronic,4x4,4,Left wheel,White,12,14305.608160662305,17417.92572201437,14305.608160662305,19152.74808836775,13866.720549902799
15766,11604,TOYOTA,2012,Sedan,Yes,Hybrid,2.5,0,87725,4.0,Tiptronic,Front,4,Left wheel,Red,10,-7202.561031599867,-8471.65507852682,-7202.561031599867,-6559.203730161767,-6418.058738193784
450,51225,HYUNDAI,2017,Sedan,Yes,Petrol,2.0,0,58414,4.0,Automatic,Front,4,Left wheel,Silver,4,25363.411264615712,28136.930531385715,25363.411264615712,23041.36615178315,25545.839364429456
18670,7840,HONDA,2003,Minivan,No,LPG,2.4,0,226000,4.0,Automatic,Front,4,Right-hand drive,Silver,6,9908.552953897439,7761.961404342898,9908.552953897439,10685.843614236452,10888.671832287728
15452,549,NISSAN,2012,Hatchback,Yes,Petrol,1.8,0,182443,4.0,Automatic,Front,4,Left wheel,Black,12,-85.52465463875433,-8322.40105745549,-85.52465463875433,-2210.815328883007,57.82042660818388
6688,18660,KIA,2015,Sedan,Yes,Petrol,2.0,0,33985,4.0,Automatic,Front,4,Left wheel,White,4,4144.473043179631,-1701.0017740814255,4144.473043179631,3474.7715587629937,4040.4707920080837
5135,20200,FORD,2013,Sedan,Yes,Plug-in Hybrid,2.0,0,105000,4.0,Automatic,Front,4,Left wheel,White,8,-3017.718948440044,-747.275193926489,-3017.718948440044,6320.848792067263,-2958.5462751052255
13670,1725,MERCEDES-BENZ,2012,Jeep,Yes,Diesel,4.6,0,180659,8.0,Automatic,4x4,4,Left wheel,Black,12,-23708.407076326475,-21699.97246066118,-23708.407076326475,-20224.96405124152,-23273.395970807323
14874,9700,MERCEDES-BENZ,1999,Cabriolet,Yes,Petrol,2.0,0,200000,4.0,Manual,Rear,2,Left wheel,Black,4,-5614.60502693024,5687.304304680041,-5614.60502693024,1425.3647578889504,-6350.655085771825
88,6247,CHEVROLET,2010,Sedan,Yes,Petrol,1.8,0,40772,4.0,Automatic,Front,4,Left wheel,Black,4,167.03668955661578,-6720.066689126044,167.03668955661578,-3893.810595491901,112.66548736252389
12008,38251,SSANGYONG,2013,Jeep,Yes,Diesel,2.0,0,97000,4.0,Automatic,Front,4,Left wheel,Silver,4,7607.054070003393,14131.216397970962,7607.054070003393,8463.870386973489,7732.238811671723
1419,10036,OPEL,2001,Hatchback,No,Petrol,1.6,0,147000,4.0,Manual,Front,4,Left wheel,Silver,4,912.7838760692321,4448.7683073936405,912.7838760692321,1947.4022659850307,1246.2625296050537
5112,627,HONDA,2012,Sedan,Yes,Hybrid,1.5,0,272189,4.0,Automatic,Front,4,Left wheel,Silver,0,-10853.53499268859,-13711.612062019976,-10853.53499268859,-17412.29211984016,-11190.679413215385
12499,23521,FORD,2011,Microbus,No,Diesel,2.2,1,122000,4.0,Manual,Front,4,Left wheel,White,2,-12933.009740593472,-13091.464893070573,-12933.009740593472,-9729.370173048228,-12496.986821757695
9002,6272,MITSUBISHI,1999,Minivan,No,Petrol,2.4,0,98000,4.0,Tiptronic,Front,4,Right-hand drive,White,4,-4574.748348727833,-4809.12234620997,-4574.748348727833,-2726.271702331491,-3587.871618443649
2516,110,LEXUS,2017,Jeep,Yes,Petrol,4.6,0,0,8.0,Automatic,4x4,4,Left wheel,White,0,-35401.66127288816,-33880.89216381798,-35401.66127288816,-32722.75529442914,-35087.16498611008
8727,40976,HYUNDAI,2014,Jeep,Yes,Diesel,2.0,0,151000,4.0,Automatic,Front,4,Left wheel,Black,4,11374.565999453025,15492.682550704532,11374.565999453025,15179.286780642346,11335.769294825372
17698,44542,HYUNDAI,2017,Universal,Yes,Diesel,2.5,0,100856,4.0,Automatic,Front,4,Left wheel,Silver,4,7521.0944526700405,13527.416387347166,7521.0944526700405,16358.36615178315,8042.439505167764
15216,10349,HYUNDAI,2015,Sedan,Yes,LPG,2.0,0,86280,4.0,Automatic,Front,4,Left wheel,Silver,4,-7112.967392520415,-6644.596397158657,-7112.967392520415,-14800.431715994608,-7082.904572505518
9646,20228,CHEVROLET,2016,Jeep,Yes,Petrol,2.0,0,30179,4.0,Automatic,Front,4,Left wheel,White,4,-1956.7913008877767,-1496.5356213478553,-1956.7913008877767,2854.147425129544,-1552.5918113738444
6557,50,HONDA,2012,Sedan,No,Hybrid,1.5,0,80000,4.0,Automatic,Front,4,Right-hand drive,Green,0,-11430.53499268859,-14288.612062019976,-11430.53499268859,-16574.215687934775,-10680.025082464457
11100,6272,UAZ,2000,Microbus,No,Petrol,2.5,0,50000,4.0,Manual,4x4,2,Left wheel,Grey,0,-9518.0905024913,-3956.260827246173,-9518.0905024913,-13165.67542872252,-9754.245566982438
6162,17500,FORD,2008,Jeep,No,Hybrid,2.3,0,186254,4.0,Variator,4x4,4,Left wheel,Sky blue,4,1303.619385124617,2912.757961285399,1303.619385124617,1616.6425211532041,1238.9289794750366
15095,1725,MERCEDES-BENZ,2012,Jeep,Yes,Diesel,4.6,0,180659,8.0,Automatic,4x4,4,Left wheel,Black,12,-23708.407076326475,-21699.97246066118,-23708.407076326475,-20224.96405124152,-23273.395970807323
7487,42337,TOYOTA,2006,Jeep,Yes,CNG,4.5,0,190000,6.0,Automatic,4x4,4,Left wheel,Silver,11,25676.124465370773,28886.6935927347,25676.124465370773,38018.7459774008,27289.913499621565
5358,10036,KIA,2011,Sedan,Yes,Petrol,2.7,0,68105,6.0,Automatic,Front,4,Left wheel,Silver,4,-2212.045533136352,-6887.796855197012,-2212.045533136352,-3067.735887616407,-2661.5026012196504
9320,16308,TOYOTA,2008,Sedan,Yes,Hybrid,2.4,0,236190,4.0,Automatic,Front,4,Left wheel,Grey,10,14718.755993157323,13358.74366599548,14718.755993157323,12122.599622763228,15203.872882128384
7729,9400,FORD,2008,Universal,Yes,LPG,2.0,0,103000,4.0,Automatic,Rear,4,Right-hand drive,White,4,-3615.196976752417,1951.1405337063534,-3615.196976752417,-72.74957078509033,-3537.3099141316634
14120,18240,HYUNDAI,2011,Sedan,Yes,Petrol,1.6,0,154900,4.0,Automatic,Front,4,Left wheel,White,4,2136.310547716337,4485.665312230754,2136.310547716337,-1135.8456037375145,1542.9821873279143
14993,23521,BUICK,2017,Jeep,Yes,Petrol,1.4,1,26954,4.0,Automatic,Front,4,Left wheel,Black,8,-6.468326319009066e-09,-1896.4695875417892,-6.468326319009066e-09,-9.313225746154785e-10,4.294270183891058e-08
7286,25089,MERCEDES-BENZ,2008,Jeep,Yes,LPG,3.5,0,151000,6.0,Tiptronic,4x4,4,Left wheel,White,8,2630.309482687997,5345.382900988869,2630.309482687997,929.701674527023,2846.925808662352
10845,19444,HYUNDAI,2013,Sedan,Yes,Petrol,1.6,1,73600,4.0,Automatic,Front,2,Left wheel,Blue,6,-7447.171126676316,-2801.283378650154,-7447.171126676316,-9118.285245591309,-7766.536749275358
12862,12231,FIAT,2012,Coupe,No,Petrol,1.4,0,80000,4.0,Manual,Front,2,Left wheel,Black,6,573.353097883446,-6073.154832363005,573.353097883446,-1944.3288263464347,598.3514888389473
7359,6,BMW,2001,Coupe,No,Petrol,2.5,0,999999,6.0,Manual,Rear,2,Left wheel,White,0,-11592.496991623124,-11585.794674512603,-11592.496991623124,-14837.905931208283,-11688.535604177
19111,51118,MINI,2018,Hatchback,Yes,Petrol,2.0,1,4093,4.0,Tiptronic,Front,4,Left wheel,White,12,10756.10461730921,14635.43525127884,10756.10461730921,11189.69574894011,11513.903726729783
13431,1300,VAZ,1978,Sedan,No,Petrol,1.6,0,98000,4.0,Manual,Rear,4,Left wheel,Yellow,5,21063.22997006913,27926.88846029696,21063.22997006913,20081.337472924497,21452.30879158109
16882,470,TOYOTA,2010,Sedan,Yes,Petrol,2.5,0,369814,4.0,Automatic,Front,4,Left wheel,Blue,12,-8029.453624721376,-7691.2638331039325,-8029.453624721376,-3325.331997332163,-7680.667142961892
18847,20385,MERCEDES-BENZ,2004,Minivan,No,Diesel,2.2,1,555,4.0,Manual,Rear,2,Left wheel,White,8,-3193.6931254668816,-1565.6779675530015,-3193.6931254668816,841.9755890173838,-3333.483344053282
9981,470,MERCEDES-BENZ,2010,Sedan,Yes,Diesel,3.5,0,229904,6.0,Automatic,4x4,4,Left wheel,Black,12,-10785.95843001168,-17058.442598700556,-10785.95843001168,-14164.032056008931,-10804.165278842753
15409,5018,OPEL,1998,Sedan,Yes,Petrol,1.6,0,0,4.0,Manual,Front,2,Left wheel,Silver,2,423.7858609391551,1815.686517642076,423.7858609391551,-730.778781763278,328.4317398308085
5706,43868,SSANGYONG,2017,Jeep,Yes,Diesel,1.6,0,81665,4.0,Automatic,Front,4,Left wheel,Black,4,7852.461479784382,15446.612706151707,7852.461479784382,5848.083553055301,7361.143596406087
2546,9377,CHEVROLET,2008,Jeep,Yes,Diesel,2.0,0,53391,4.0,Automatic,Front,4,Left wheel,White,4,-2295.8598424924567,-7925.114365696885,-2295.8598424924567,4139.955954017583,-2215.4283860582073
11071,1019,TOYOTA,2009,Sedan,Yes,Hybrid,3.3,0,318358,6.0,Automatic,4x4,4,Left wheel,Black,12,-863.054919632662,-4181.30316852463,-863.054919632662,-9022.220203572884,-844.3537672605244
8499,16480,HYUNDAI,2014,Sedan,Yes,Petrol,1.6,0,140765,4.0,Automatic,Front,4,Left wheel,Silver,4,-4162.537014279555,-1364.9362295685387,-4162.537014279555,-7152.330649883486,-4708.089224121082
17992,21012,HYUNDAI,2014,Sedan,Yes,Petrol,2.4,0,128000,4.0,Tiptronic,Front,4,Left wheel,Black,12,-4963.383672400858,-3699.3967290030087,-4963.383672400858,-7301.110996321775,-4287.443429415362
2141,314,MERCEDES-BENZ,2011,Sedan,Yes,Diesel,3.5,0,132630,6.0,Automatic,Rear,4,Left wheel,Silver,12,-15202.214068374724,-18577.976445966986,-15202.214068374724,-13672.750552645884,-14927.391076856838
12189,7213,NISSAN,2005,Hatchback,No,Petrol,1.5,0,150000,4.0,Automatic,Front,4,Right-hand drive,White,4,10656.241880268113,1928.0013201409492,10656.241880268113,10275.608474581968,11470.15918431197
14483,7213,VOLKSWAGEN,1988,Hatchback,No,Petrol,1.6,0,154000,4.0,Manual,Front,2,Left wheel,Red,0,21859.13299356577,15940.341658755524,21859.13299356577,25030.059597476386,21971.10080640471
13495,7840,CHEVROLET,2010,Sedan,Yes,Petrol,1.0,0,39498,4.0,Automatic,Front,4,Left wheel,Black,4,3120.4450077742995,-2822.003294633125,3120.4450077742995,-2300.810595491901,1705.665487362524
16271,627,BMW,2013,Sedan,Yes,Petrol,3.0,0,161994,6.0,Automatic,Rear,4,Left wheel,Black,12,-13558.380231860647,-13065.529996461302,-13558.380231860647,-16193.493982300628,-13577.121556872116
7346,22894,MERCEDES-BENZ,2015,Jeep,Yes,Diesel,3.5,0,79080,6.0,Automatic,4x4,4,Left wheel,Grey,12,-2613.735153569687,-1452.1118350327051,-2613.735153569687,2716.8906843187287,-2529.3987737624775
16548,84675,TOYOTA,2009,Jeep,Yes,Diesel,4.5,1,200000,8.0,Automatic,4x4,4,Left wheel,Black,0,44357.77643401557,47925.0976882457,44357.77643401557,48432.95432432275,45084.507997239685
13388,7056,BMW,2014,Jeep,Yes,Diesel,3.0,0,141384,6.0,Automatic,4x4,4,Left wheel,Blue,0,-24708.26213894286,-24720.01335551332,-24708.26213894286,-19712.970681080595,-24854.808147188232
15893,16778,KIA,2014,Sedan,Yes,Petrol,2.0,0,40228,4.0,Automatic,Front,4,Left wheel,Silver,4,3775.4222305115945,-2219.4679268149957,3775.4222305115945,3404.690777060576,3655.4945958247263
4807,18189,CHEVROLET,2014,Sedan,No,Petrol,1.4,0,66000,4.0,Tiptronic,Front,4,Left wheel,Black,12,2765.0057594339887,-3641.067485886855,2765.0057594339887,-53.47867275681347,1955.2160668026008
3578,50,TOYOTA,2008,Hatchback,Yes,Hybrid,1.5,0,135000,4.0,Automatic,Front,4,Left wheel,Beige,6,-5266.212243533197,-3717.426678301691,-5266.212243533197,-9016.477458376903,-5777.086566469588
2279,2038,TOYOTA,2015,Sedan,Yes,Petrol,2.5,0,0,4.0,Automatic,Front,4,Left wheel,Black,12,-14026.199561381189,-12940.933069436085,-14026.199561381189,-12824.096737228334,-13597.786162043707
1092,8154,OPEL,1999,Universal,No,CNG,1.6,0,21000,4.0,Manual,Front,4,Left wheel,Black,4,-9156.9332986794,1166.1581907071431,-9156.9332986794,935.2218287331052,-9761.6107944525
8158,15367,CHEVROLET,2018,Jeep,Yes,Petrol,1.4,0,1405,4.0,Automatic,4x4,4,Left wheel,Black,8,-1723.0700332110791,-3944.439106909318,-1723.0700332110791,-2939.74077704316,-2899.153106144993
11914,89103,FORD,2016,Jeep,Yes,Petrol,2.3,0,63992,4.0,Automatic,Front,4,Left wheel,White,4,59289.21071818932,66514.0656057173,59289.21071818932,66701.66724639758,59587.85202857944
4417,784,TOYOTA,2012,Sedan,Yes,Petrol,2.5,0,161530,4.0,Automatic,Front,4,Left wheel,Silver,12,-10741.351999385304,-10104.331527636796,-10741.351999385304,-7362.4109694212675,-10360.71475059471
12060,7840,VOLKSWAGEN,2001,Sedan,Yes,Petrol,2.8,0,204000,6.0,Tiptronic,4x4,4,Left wheel,Silver,6,4510.651939633402,-5415.038406438436,4510.651939633402,909.9321573437192,3752.2316209219675
14185,706,FORD,2016,Sedan,Yes,Petrol,2.5,0,135810,4.0,Automatic,Front,4,Left wheel,Grey,12,-15737.829678718394,-15636.466916702515,-15737.829678718394,-13580.712405334227,-15326.551295820409
13898,7527,HONDA,2010,Sedan,No,Hybrid,1.3,0,140000,4.0,Variator,Front,4,Left wheel,Grey,8,-1109.5043576199496,-3494.613827029607,-1109.5043576199496,-5948.716027066577,-2056.6212658350287
10984,15681,BMW,2005,Sedan,Yes,Petrol,3.0,0,0,6.0,Tiptronic,Rear,4,Left wheel,Black,10,847.9863072058033,-193.07298102567802,847.9863072058033,-1446.2790987179615,818.6119186620708
15131,79971,MERCEDES-BENZ,2015,Jeep,Yes,Diesel,2.1,1,52000,4.0,Tiptronic,4x4,4,Left wheel,Black,12,38925.12719119664,40805.054346286044,38925.12719119664,41568.577437725384,38459.74155076382
11719,10976,TOYOTA,2008,Hatchback,Yes,Hybrid,1.5,0,178000,4.0,Variator,Front,4,Left wheel,Golden,12,3382.0602133799684,5516.554681981734,3382.0602133799684,-641.4285177816637,2684.303423337853
8317,23521,NISSAN,2014,Jeep,Yes,Petrol,1.6,1,70900,4.0,Manual,Front,4,Left wheel,White,8,-4490.210928514905,-3850.369371867142,-4490.210928514905,-1306.5689316284843,-4032.4763530999335
11370,18189,FORD,2017,Hatchback,No,Petrol,1.6,0,53000,4.0,Automatic,Front,4,Left wheel,Black,6,-5250.504826678007,-2040.8544398169724,-5250.504826678007,-5130.425099189393,-5768.155098175121
14246,784,BMW,2013,Sedan,Yes,Diesel,3.0,0,0,6.0,Automatic,4x4,4,Left wheel,Black,0,-22780.282164712706,-29628.47950824689,-22780.282164712706,-27949.129024310503,-22965.66986753368
8930,58018,MERCEDES-BENZ,2013,Jeep,Yes,Diesel,3.0,1,110000,6.0,Tiptronic,4x4,4,Left wheel,Grey,12,15873.608160662305,18985.92572201437,15873.608160662305,20410.47777782008,15434.720549902799
17063,39829,BMW,2012,Jeep,Yes,Petrol,3.0,1,160000,6.0,Tiptronic,4x4,4,Left wheel,White,12,2704.0343602862267,8646.30909176126,2704.0343602862267,5930.5564623763785,2774.0614813360517
14714,15053,HYUNDAI,2015,Sedan,Yes,LPG,2.0,0,309174,4.0,Automatic,Front,4,Left wheel,Silver,4,-2408.967392520415,-1940.596397158657,-2408.967392520415,-10096.431715994608,-2378.9045725055184
7889,1568,TOYOTA,2015,Jeep,Yes,Petrol,5.7,0,128000,8.0,Automatic,4x4,4,Left wheel,White,12,-28223.981759753733,-22631.186647407765,-28223.981759753733,-19987.99204596225,-25764.792641889217
10872,32929,FORD,2005,Microbus,No,Diesel,2.0,1,150000,4.0,Manual,Front,2,Left wheel,Yellow,2,5892.787462952732,5074.0040391512375,5892.787462952732,7908.749069465324,5893.15600114076
3588,10349,TOYOTA,2016,Sedan,Yes,Petrol,2.5,0,70066,4.0,Automatic,Front,4,Left wheel,White,12,-7228.148748713153,-5993.466916702515,-7228.148748713153,-4160.633386052214,-6783.80996586035
3105,2430,MERCEDES-BENZ,2013,Coupe,Yes,Petrol,0.0,0,121600,4.0,Automatic,Rear,4,Left wheel,White,12,-5138.0069592423615,-2618.542267112849,-5138.0069592423615,-10604.040974044241,-9093.799398076506
18875,549,LEXUS,2011,Hatchback,Yes,Hybrid,1.8,0,83390,4.0,Automatic,Front,4,Left wheel,Black,12,1421.264014553607,-3056.376998383263,1421.264014553607,-4574.618547019549,702.1022349579534
9827,7370,BMW,2013,Jeep,Yes,Petrol,3.0,0,179382,6.0,Automatic,4x4,4,Left wheel,Grey,12,-10755.104567727758,-6322.529996461302,-10755.104567727758,-7408.065911417827,-11028.034038512582
17886,3763,OPEL,1994,Goods wagon,No,Petrol,1.4,0,21000,4.0,Manual,Front,4,Left wheel,Red,4,12483.305008265983,8296.771086881881,12483.305008265983,8720.910613326356,11756.891190926532
18146,20610,HYUNDAI,2012,Jeep,Yes,Diesel,2.0,0,195401,4.0,Automatic,Front,4,Left wheel,Grey,4,-5965.535625883047,-2146.249754762608,-5965.535625883047,-110.0830162530765,-6036.1830975418125
5155,13799,SKODA,2009,Hatchback,No,Diesel,1.4,1,120000,3.0,Manual,Front,4,Left wheel,Black,6,-13021.48899367933,-14369.967140943085,-13021.48899367933,-11985.39445250947,-12276.67517348965
14214,862,CHEVROLET,2014,Jeep,Yes,Hybrid,1.4,0,133195,4.0,Automatic,Front,4,Left wheel,Black,0,-15318.084208060149,-15915.54683224122,-15318.084208060149,-19318.0932072727,-15576.672336224128
3106,21639,CHEVROLET,2016,Sedan,Yes,Petrol,1.4,1,99200,4.0,Tiptronic,Front,4,Left wheel,Black,10,-8083.99136283292,-12093.382839869468,-8083.99136283292,-12112.714509874117,-8517.543969681792
4921,3293,LEXUS,2010,Sedan,Yes,Petrol,2.5,0,128992,6.0,Automatic,4x4,4,Left wheel,Silver,12,1758.5900514813138,-4868.2638331039325,1758.5900514813138,-2430.864774444606,-467.0919754203287
3169,11917,HYUNDAI,2013,Sedan,No,Petrol,1.8,0,80000,4.0,Tiptronic,Front,4,Left wheel,Grey,12,-11525.128246405635,-9702.065335866886,-11525.128246405635,-12353.447895184625,-11885.419625599185
7971,30734,LEXUS,2009,Jeep,Yes,Petrol,4.7,0,264339,8.0,Automatic,4x4,4,Left wheel,Black,0,7155.881185990333,7363.245690001841,7155.881185990333,8168.488817171659,7513.025444421197
1066,9722,NISSAN,2005,Hatchback,Yes,Petrol,1.5,0,165000,4.0,Automatic,Front,4,Right-hand drive,Black,2,11409.484156330986,2731.3179885900954,11409.484156330986,8446.470919481944,12274.538634371409
18700,627,LEXUS,2012,Hatchback,Yes,Hybrid,1.8,0,192683,4.0,Automatic,Front,4,Left wheel,White,0,-10548.231516401112,-14576.01083495482,-10548.231516401112,-16056.790237852838,-10944.644868502055
9363,10000,NISSAN,2013,Hatchback,No,Petrol,1.2,0,90000,3.0,Variator,Front,4,Left wheel,Silver,2,-6153.977914289617,-13843.622650975638,-6153.977914289617,-6189.292997885961,-6056.743482678119
8973,15035,HYUNDAI,2011,Sedan,Yes,Petrol,2.0,0,138111,4.0,Automatic,Front,4,Left wheel,Black,4,-1748.8936113925047,128.13361498429367,-1748.8936113925047,-6210.410021024756,-1662.0178126720857
16849,47957,HYUNDAI,2015,Universal,Yes,Diesel,2.5,0,40593,4.0,Automatic,Front,4,Left wheel,Black,4,13961.992827333968,19669.48408188003,13961.992827333968,20643.185714531224,14451.487112800583
9840,27911,TOYOTA,2012,Sedan,Yes,Petrol,4.0,0,365810,6.0,Automatic,4x4,4,Left wheel,White,12,14829.722312556285,12700.674607688981,14829.722312556285,15188.04101538146,15799.461853891997
1632,9408,TOYOTA,2002,Minivan,No,Petrol,2.4,0,200000,4.0,Automatic,4x4,4,Right-hand drive,White,4,6039.984379722767,5620.406543135705,6039.984379722767,9470.933462901972,6297.466174087474
8892,21326,TOYOTA,2013,Sedan,No,Hybrid,1.8,0,170000,4.0,Automatic,Front,4,Left wheel,White,0,4413.527675475139,4759.455317778749,4413.527675475139,-61.83126558549702,4213.651113343763
7315,23207,HYUNDAI,2012,Jeep,Yes,Diesel,2.0,0,122603,4.0,Automatic,Front,4,Left wheel,Grey,4,-3368.535625883047,450.75024523739194,-3368.535625883047,2486.9169837469235,-3439.1830975418125
17469,94,MERCEDES-BENZ,2012,Jeep,Yes,Petrol,3.5,0,224118,6.0,Automatic,4x4,4,Left wheel,White,12,-19283.225551313415,-13675.660770752946,-19283.225551313415,-15704.669770943467,-19050.30035709784
9511,43278,MERCEDES-BENZ,2014,Minivan,No,Diesel,2.2,1,140000,4.0,Tiptronic,Rear,4,Left wheel,White,6,-1460.4970912362478,70.40527458828728,-1460.4970912362478,2789.059364262037,-1960.6582710523653
13811,54847,HONDA,2017,Sedan,Yes,Petrol,2.0,0,20565,4.0,Automatic,Front,4,Left wheel,Silver,4,32992.961392265104,31758.930531385715,32992.961392265104,33193.08089694148,33196.32970018544
14815,392,TOYOTA,2012,Sedan,Yes,Hybrid,2.5,0,314373,4.0,Automatic,Front,4,Left wheel,Grey,12,-5663.334072010614,-6593.841315831001,-5663.334072010614,-7876.365468012635,-4995.601783196694
13415,21326,TOYOTA,2013,Sedan,No,Hybrid,1.8,0,136600,4.0,Automatic,Front,4,Left wheel,White,8,11436.558571223644,11582.188643982165,11436.558571223644,7879.9254290880635,11032.133313106007
15769,29793,MERCEDES-BENZ,2014,Sedan,Yes,Diesel,3.5,0,219030,6.0,Automatic,4x4,4,Left wheel,Black,12,12485.244820660471,6810.422012233725,12485.244820660471,9090.56367954705,12530.739505891608
1026,6272,LEXUS,2013,Jeep,Yes,Petrol,4.6,0,202651,8.0,Automatic,4x4,4,Left wheel,Black,0,-23187.864523560307,-22264.756774752263,-23187.864523560307,-22361.91544727236,-22937.069770844442
5500,188,TOYOTA,2014,Jeep,Yes,Hybrid,1.8,0,187334,4.0,Automatic,Front,4,Left wheel,White,12,-14389.905955132264,-7507.978540182556,-14389.905955132264,-11287.431253829971,-14857.763866667421
10351,39954,JEEP,2011,Jeep,Yes,Petrol,3.6,0,121991,4.0,Automatic,Front,4,Left wheel,Black,4,17073.511760786114,20437.006825998455,17073.511760786114,18820.865665030666,18958.850084376973
13072,5175,MERCEDES-BENZ,2010,Sedan,Yes,Petrol,3.0,0,108517,6.0,Automatic,4x4,4,Left wheel,White,12,-3639.0411908652422,-4426.928454662009,-3639.0411908652422,-7589.46763872169,-4311.138273627112
7157,3058,TOYOTA,2017,Sedan,Yes,Petrol,1.5,0,102322,4.0,Automatic,Front,4,Left wheel,White,12,-14331.587538273016,-11766.671520852795,-14331.587538273016,-12968.73445216287,-15571.833769676527
14984,16621,BMW,2008,Sedan,Yes,Petrol,3.5,1,180000,6.0,Tiptronic,Rear,4,Left wheel,Silver,8,-14874.21520127912,-13959.586803832797,-14874.21520127912,-14885.09946832899,-13661.171921638968
8507,18983,SSANGYONG,2012,Jeep,Yes,Diesel,2.0,0,167000,4.0,Automatic,Front,4,Left wheel,Silver,4,-10147.996742664644,-3773.249754762608,-10147.996742664644,-9287.028546915855,-10038.737384512104
13572,85702,MERCEDES-BENZ,2013,Microbus,Yes,Diesel,2.2,1,225000,6.0,Manual,Rear,2,Left wheel,White,4,44632.891720396074,48068.15074394742,44632.891720396074,43769.32381952787,43488.654325647905
